,D,I1,I2,I3,q1,q2,q3,O1,O2,O3,O4,O5,O6,O7,FX,FY,FZ,E1,E2,E3,I4,I5
89,102,1.501482,-12.64021,18,0.004334,0.00013,0.000113,-95,23.408669,70.437141,76.811534,-50.151082,-20.360974,2.668665,-0.261712,-0.056574,0.348033,0.019888,0.035049,0.03119,/home/martin/data/v2/filtered/102_r_img_blc.ppm,/home/martin/data/v2/filtered/102_l_img_blc.ppm
90,103,-19.054914,-19.432598,18,0.004334,0.00013,0.000113,-95,23.408669,70.437141,76.811534,-50.151082,-20.360974,2.668665,-0.261712,-0.056574,0.348033,0.019888,0.035049,0.03119,/home/martin/data/v2/filtered/103_r_img_blc.ppm,/home/martin/data/v2/filtered/103_l_img_blc.ppm
91,104,4.04304,16.153664,18,0.004334,-0.00013,-0.000113,-95,23.570794,66.643401,70.338578,-54.362506,-20.447884,2.291918,-0.275385,-0.021417,0.343249,0.015064,0.018727,0.019922,/home/martin/data/v2/filtered/104_r_img_blc.ppm,/home/martin/data/v2/filtered/104_l_img_blc.ppm
92,105,5.387269,-11.800094,18,0.004334,-0.00013,-0.000113,-95,23.570794,66.643401,70.338578,-54.362506,-20.447884,2.291918,-0.275385,-0.021417,0.343249,0.015064,0.018727,0.019922,/home/martin/data/v2/filtered/105_r_img_blc.ppm,/home/martin/data/v2/filtered/105_l_img_blc.ppm
93,107,1.56545,-16.165121,18,0.004334,-0.00013,-0.000113,-95,23.570794,66.643401,70.338578,-54.362506,-20.447884,2.291918,-0.275385,-0.021417,0.343249,0.015064,0.018727,0.019922,/home/martin/data/v2/filtered/107_r_img_blc.ppm,/home/martin/data/v2/filtered/107_l_img_blc.ppm
94,108,7.148198,-2.48346,18,0.004334,0.00013,0.000113,-95,23.20604,75.178653,80.8739,89.090806,-8.166514,2.159163,-0.247361,-0.075439,0.332039,0.016723,0.038083,0.027879,/home/martin/data/v2/filtered/108_r_img_blc.ppm,/home/martin/data/v2/filtered/108_l_img_blc.ppm
95,109,-1.484339,-27.791867,18,0.004334,0.00013,0.000113,-95,23.20604,75.178653,80.8739,89.090806,-8.166514,2.159163,-0.247361,-0.075439,0.332039,0.016723,0.038083,0.027879,/home/martin/data/v2/filtered/109_r_img_blc.ppm,/home/martin/data/v2/filtered/109_l_img_blc.ppm
96,110,-9.412367,-20.969524,18,0.004334,0.00013,0.000113,-95,23.20604,75.178653,80.8739,89.090806,-8.166514,2.159163,-0.247361,-0.075439,0.332039,0.016723,0.038083,0.027879,/home/martin/data/v2/filtered/110_r_img_blc.ppm,/home/martin/data/v2/filtered/110_l_img_blc.ppm
97,111,-12.658268,-27.152298,18,0.004334,0.00013,0.000113,-95,23.20604,75.178653,80.8739,89.090806,-8.166514,2.159163,-0.247361,-0.075439,0.332039,0.016723,0.038083,0.027879,/home/martin/data/v2/filtered/111_r_img_blc.ppm,/home/martin/data/v2/filtered/111_l_img_blc.ppm
98,113,2.008413,-23.307356,18,0.004334,0.00013,0.000113,-94.999999,23.288452,73.25024,80.122534,31.346458,-12.866786,6.539406,-0.250708,-0.071961,0.341103,0.018416,0.039658,0.031277,/home/martin/data/v2/filtered/113_r_img_blc.ppm,/home/martin/data/v2/filtered/113_l_img_blc.ppm
99,115,-16.437544,-22.651565,18,0.004334,0.00013,0.000113,-94.999999,23.288452,73.25024,80.122534,31.346458,-12.866786,6.539406,-0.250708,-0.071961,0.341103,0.018416,0.039658,0.031277,/home/martin/data/v2/filtered/115_r_img_blc.ppm,/home/martin/data/v2/filtered/115_l_img_blc.ppm
100,116,5.700794,-2.468083,18,0.004334,0.00013,0.000113,-95,23.223573,74.768376,72.208783,57.835688,-10.157695,5.111188,-0.268591,-0.039222,0.314418,0.010512,0.015536,0.012223,/home/martin/data/v2/filtered/116_r_img_blc.ppm,/home/martin/data/v2/filtered/116_l_img_blc.ppm
101,117,-6.438352,-15.580549,18,0.004334,0.00013,0.000113,-95,23.223573,74.768376,72.208783,57.835688,-10.157695,5.111188,-0.268591,-0.039222,0.314418,0.010512,0.015536,0.012223,/home/martin/data/v2/filtered/117_r_img_blc.ppm,/home/martin/data/v2/filtered/117_l_img_blc.ppm
102,118,-17.694097,12.324647,18,0.004334,0.00013,0.000113,-95,23.223573,74.768376,72.208783,57.835688,-10.157695,5.111188,-0.268591,-0.039222,0.314418,0.010512,0.015536,0.012223,/home/martin/data/v2/filtered/118_r_img_blc.ppm,/home/martin/data/v2/filtered/118_l_img_blc.ppm
103,119,-11.622758,-15.080978,18,0.004334,0.00013,0.000113,-95,23.223573,74.768376,72.208783,57.835688,-10.157695,5.111188,-0.268591,-0.039222,0.314418,0.010512,0.015536,0.012223,/home/martin/data/v2/filtered/119_r_img_blc.ppm,/home/martin/data/v2/filtered/119_l_img_blc.ppm
104,121,5.439906,-23.419562,18,0.004334,-0.00013,-0.000113,-95,23.066815,78.436521,80.30113,59.351204,-10.093629,5.102619,-0.247348,-0.073521,0.313657,0.013529,0.030455,0.019803,/home/martin/data/v2/filtered/121_r_img_blc.ppm,/home/martin/data/v2/filtered/121_l_img_blc.ppm
105,122,-18.201023,-15.070087,18,0.004334,-0.00013,-0.000113,-95,23.066815,78.436521,80.30113,59.351204,-10.093629,5.102619,-0.247348,-0.073521,0.313657,0.013529,0.030455,0.019803,/home/martin/data/v2/filtered/122_r_img_blc.ppm,/home/martin/data/v2/filtered/122_l_img_blc.ppm
106,123,-19.295007,-23.160569,18,0.004334,-0.00013,-0.000113,-95,23.066815,78.436521,80.30113,59.351204,-10.093629,5.102619,-0.247348,-0.073521,0.313657,0.013529,0.030455,0.019803,/home/martin/data/v2/filtered/123_r_img_blc.ppm,/home/martin/data/v2/filtered/123_l_img_blc.ppm
107,124,3.234138,21.461851,18,0.004334,-0.00013,-0.000113,-84.289879,24.924445,34.967971,73.333855,-0.451028,0,-3.147778,-0.259283,0.060565,0.336303,0,0.000001,0.000001,/home/martin/data/v2/filtered/124_r_img_blc.ppm,/home/martin/data/v2/filtered/124_l_img_blc.ppm
108,126,-10.957049,24.513575,18,0.004334,-0.00013,-0.000113,-84.289879,24.924445,34.967971,73.333855,-0.451028,0,-3.147778,-0.259283,0.060565,0.336303,0,0.000001,0.000001,/home/martin/data/v2/filtered/126_r_img_blc.ppm,/home/martin/data/v2/filtered/126_l_img_blc.ppm
109,127,-9.45997,14.085024,18,0.004334,-0.00013,-0.000113,-84.289879,24.924445,34.967971,73.333855,-0.451028,0,-3.147778,-0.259283,0.060565,0.336303,0,0.000001,0.000001,/home/martin/data/v2/filtered/127_r_img_blc.ppm,/home/martin/data/v2/filtered/127_l_img_blc.ppm
110,129,-5.595032,-26.700442,18,0.004334,0.00013,0.000113,-95,22.999999,80,80.833238,-89.761644,-20.602742,-1.299539,-0.244617,-0.074751,0.304466,0.011811,0.027672,0.016317,/home/martin/data/v2/filtered/129_r_img_blc.ppm,/home/martin/data/v2/filtered/129_l_img_blc.ppm
111,131,-19.28066,-29.910193,18,0.004334,0.00013,0.000113,-95,22.999999,80,80.833238,-89.761644,-20.602742,-1.299539,-0.244617,-0.074751,0.304466,0.011811,0.027672,0.016317,/home/martin/data/v2/filtered/131_r_img_blc.ppm,/home/martin/data/v2/filtered/131_l_img_blc.ppm
112,132,9.404159,24.51796,18,0.004334,0.00013,0.000113,-95,24.243873,50.893353,66.489806,-71.49617,-20.672117,0.808483,-0.26824,0.041947,0.360608,0.004182,0.00321,0.006368,/home/martin/data/v2/filtered/132_r_img_blc.ppm,/home/martin/data/v2/filtered/132_l_img_blc.ppm
113,133,9.483396,11.317762,18,0.004334,0.00013,0.000113,-95,24.243873,50.893353,66.489806,-71.49617,-20.672117,0.808483,-0.26824,0.041947,0.360608,0.004182,0.00321,0.006368,/home/martin/data/v2/filtered/133_r_img_blc.ppm,/home/martin/data/v2/filtered/133_l_img_blc.ppm
114,134,-0.404801,25.002449,18,0.004334,0.00013,0.000113,-95,24.243873,50.893353,66.489806,-71.49617,-20.672117,0.808483,-0.26824,0.041947,0.360608,0.004182,0.00321,0.006368,/home/martin/data/v2/filtered/134_r_img_blc.ppm,/home/martin/data/v2/filtered/134_l_img_blc.ppm
115,135,-13.313976,-13.587106,18,0.004334,0.00013,0.000113,-95,24.243873,50.893353,66.489806,-71.49617,-20.672117,0.808483,-0.26824,0.041947,0.360608,0.004182,0.00321,0.006368,/home/martin/data/v2/filtered/135_r_img_blc.ppm,/home/martin/data/v2/filtered/135_l_img_blc.ppm
116,136,2.90199,27.822763,18,0.004334,0.00013,0.000113,-91.817026,24.371327,47.91093,65.452112,-0.247929,0,0.472653,-0.271122,0.036701,0.335025,0.000006,0.000008,0.000007,/home/martin/data/v2/filtered/136_r_img_blc.ppm,/home/martin/data/v2/filtered/136_l_img_blc.ppm
117,137,0.739463,7.12547,18,0.004334,0.00013,0.000113,-91.817026,24.371327,47.91093,65.452112,-0.247929,0,0.472653,-0.271122,0.036701,0.335025,0.000006,0.000008,0.000007,/home/martin/data/v2/filtered/137_r_img_blc.ppm,/home/martin/data/v2/filtered/137_l_img_blc.ppm
118,138,-11.734428,12.419433,18,0.004334,0.00013,0.000113,-91.817026,24.371327,47.91093,65.452112,-0.247929,0,0.472653,-0.271122,0.036701,0.335025,0.000006,0.000008,0.000007,/home/martin/data/v2/filtered/138_r_img_blc.ppm,/home/martin/data/v2/filtered/138_l_img_blc.ppm
119,139,-4.942968,-0.454216,18,0.004334,0.00013,0.000113,-91.817026,24.371327,47.91093,65.452112,-0.247929,0,0.472653,-0.271122,0.036701,0.335025,0.000006,0.000008,0.000007,/home/martin/data/v2/filtered/139_r_img_blc.ppm,/home/martin/data/v2/filtered/139_l_img_blc.ppm
120,140,4.783606,14.072311,18,0.004334,-0.00013,-0.000113,-92.625418,24.417893,46.821328,65.017132,-0.049548,-0.000411,0.334467,-0.269596,0.040957,0.340407,0.000001,0.000002,0.000001,/home/martin/data/v2/filtered/140_r_img_blc.ppm,/home/martin/data/v2/filtered/140_l_img_blc.ppm
121,141,3.487307,-11.147445,18,0.004334,-0.00013,-0.000113,-92.625418,24.417893,46.821328,65.017132,-0.049548,-0.000411,0.334467,-0.269596,0.040957,0.340407,0.000001,0.000002,0.000001,/home/martin/data/v2/filtered/141_r_img_blc.ppm,/home/martin/data/v2/filtered/141_l_img_blc.ppm
122,142,-15.910739,17.951891,18,0.004334,-0.00013,-0.000113,-92.625418,24.417893,46.821328,65.017132,-0.049548,-0.000411,0.334467,-0.269596,0.040957,0.340407,0.000001,0.000002,0.000001,/home/martin/data/v2/filtered/142_r_img_blc.ppm,/home/martin/data/v2/filtered/142_l_img_blc.ppm
123,144,8.489952,20.460966,18,0.004334,0.00013,0.000113,-77.713712,24.907314,35.368839,77.111197,-0.880769,0,-4.462551,-0.263064,0.050751,0.312171,0.000001,0.000002,0.000002,/home/martin/data/v2/filtered/144_r_img_blc.ppm,/home/martin/data/v2/filtered/144_l_img_blc.ppm
124,145,1.177491,-1.565265,18,0.004334,0.00013,0.000113,-77.713712,24.907314,35.368839,77.111197,-0.880769,0,-4.462551,-0.263064,0.050751,0.312171,0.000001,0.000002,0.000002,/home/martin/data/v2/filtered/145_r_img_blc.ppm,/home/martin/data/v2/filtered/145_l_img_blc.ppm
125,146,-12.502582,28.499131,18,0.004334,0.00013,0.000113,-77.713712,24.907314,35.368839,77.111197,-0.880769,0,-4.462551,-0.263064,0.050751,0.312171,0.000001,0.000002,0.000002,/home/martin/data/v2/filtered/146_r_img_blc.ppm,/home/martin/data/v2/filtered/146_l_img_blc.ppm
126,147,-17.962546,-18.294614,18,0.004334,0.00013,0.000113,-77.713712,24.907314,35.368839,77.111197,-0.880769,0,-4.462551,-0.263064,0.050751,0.312171,0.000001,0.000002,0.000002,/home/martin/data/v2/filtered/147_r_img_blc.ppm,/home/martin/data/v2/filtered/147_l_img_blc.ppm
127,148,6.577688,2.248933,18,0.004334,0.00013,0.000113,-95,23.164993,76.139142,79.132441,-82.187115,-20.810369,-1.176478,-0.252206,-0.069264,0.323817,0.015482,0.032256,0.023042,/home/martin/data/v2/filtered/148_r_img_blc.ppm,/home/martin/data/v2/filtered/148_l_img_blc.ppm
128,149,4.155275,-21.291037,18,0.004334,0.00013,0.000113,-95,23.164993,76.139142,79.132441,-82.187115,-20.810369,-1.176478,-0.252206,-0.069264,0.323817,0.015482,0.032256,0.023042,/home/martin/data/v2/filtered/149_r_img_blc.ppm,/home/martin/data/v2/filtered/149_l_img_blc.ppm
129,150,-16.231297,-4.263798,18,0.004334,0.00013,0.000113,-95,23.164993,76.139142,79.132441,-82.187115,-20.810369,-1.176478,-0.252206,-0.069264,0.323817,0.015482,0.032256,0.023042,/home/martin/data/v2/filtered/150_r_img_blc.ppm,/home/martin/data/v2/filtered/150_l_img_blc.ppm
130,151,-19.52039,-20.532695,18,0.004334,0.00013,0.000113,-95,23.164993,76.139142,79.132441,-82.187115,-20.810369,-1.176478,-0.252206,-0.069264,0.323817,0.015482,0.032256,0.023042,/home/martin/data/v2/filtered/151_r_img_blc.ppm,/home/martin/data/v2/filtered/151_l_img_blc.ppm
131,153,-1.803541,-27.335019,18,0.004334,0.00013,0.000113,-95,23.087962,77.941685,83.995333,-62.021755,-20.839213,1.134717,-0.235379,-0.085696,0.321237,0.013973,0.039021,0.025278,/home/martin/data/v2/filtered/153_r_img_blc.ppm,/home/martin/data/v2/filtered/153_l_img_blc.ppm
132,154,-12.923854,-8.87947,18,0.004334,0.00013,0.000113,-95,23.087962,77.941685,83.995333,-62.021755,-20.839213,1.134717,-0.235379,-0.085696,0.321237,0.013973,0.039021,0.025278,/home/martin/data/v2/filtered/154_r_img_blc.ppm,/home/martin/data/v2/filtered/154_l_img_blc.ppm
133,155,-9.409439,-26.525389,18,0.004334,0.00013,0.000113,-95,23.087962,77.941685,83.995333,-62.021755,-20.839213,1.134717,-0.235379,-0.085696,0.321237,0.013973,0.039021,0.025278,/home/martin/data/v2/filtered/155_r_img_blc.ppm,/home/martin/data/v2/filtered/155_l_img_blc.ppm
134,156,5.534414,-1.454157,18,0.004334,-0.00013,-0.000113,-95,23.327111,72.3456,75.749389,-88.257263,-20.655541,-1.76635,-0.26339,-0.053797,0.335709,0.017374,0.029581,0.024784,/home/martin/data/v2/filtered/156_r_img_blc.ppm,/home/martin/data/v2/filtered/156_l_img_blc.ppm
135,157,8.795658,-22.069574,18,0.004334,-0.00013,-0.000113,-95,23.327111,72.3456,75.749389,-88.257263,-20.655541,-1.76635,-0.26339,-0.053797,0.335709,0.017374,0.029581,0.024784,/home/martin/data/v2/filtered/157_r_img_blc.ppm,/home/martin/data/v2/filtered/157_l_img_blc.ppm
136,158,-11.307635,-7.120382,18,0.004334,-0.00013,-0.000113,-95,23.327111,72.3456,75.749389,-88.257263,-20.655541,-1.76635,-0.26339,-0.053797,0.335709,0.017374,0.029581,0.024784,/home/martin/data/v2/filtered/158_r_img_blc.ppm,/home/martin/data/v2/filtered/158_l_img_blc.ppm
137,159,-18.498719,-13.939749,18,0.004334,-0.00013,-0.000113,-95,23.327111,72.3456,75.749389,-88.257263,-20.655541,-1.76635,-0.26339,-0.053797,0.335709,0.017374,0.029581,0.024784,/home/martin/data/v2/filtered/159_r_img_blc.ppm,/home/martin/data/v2/filtered/159_l_img_blc.ppm
138,160,9.419658,18.966044,18,0.004334,-0.00013,-0.000113,-95,23.687773,63.906095,70.753238,89.999923,-8.130622,1.713416,-0.27546,-0.018234,0.355705,0.017672,0.021543,0.02515,/home/martin/data/v2/filtered/160_r_img_blc.ppm,/home/martin/data/v2/filtered/160_l_img_blc.ppm
139,161,8.310863,-25.048563,18,0.004334,-0.00013,-0.000113,-95,23.687773,63.906095,70.753238,89.999923,-8.130622,1.713416,-0.27546,-0.018234,0.355705,0.017672,0.021543,0.02515,/home/martin/data/v2/filtered/161_r_img_blc.ppm,/home/martin/data/v2/filtered/161_l_img_blc.ppm
140,162,-2.23975,15.444557,18,0.004334,-0.00013,-0.000113,-95,23.687773,63.906095,70.753238,89.999923,-8.130622,1.713416,-0.27546,-0.018234,0.355705,0.017672,0.021543,0.02515,/home/martin/data/v2/filtered/162_r_img_blc.ppm,/home/martin/data/v2/filtered/162_l_img_blc.ppm
141,163,-14.563848,-25.006177,18,0.004334,-0.00013,-0.000113,-95,23.687773,63.906095,70.753238,89.999923,-8.130622,1.713416,-0.27546,-0.018234,0.355705,0.017672,0.021543,0.02515,/home/martin/data/v2/filtered/163_r_img_blc.ppm,/home/martin/data/v2/filtered/163_l_img_blc.ppm
142,164,7.973009,-8.675697,18,0.004334,-0.00013,-0.000113,-95,23.173491,75.940293,80.360024,-88.38332,-20.655879,-1.889628,-0.248608,-0.073763,0.327054,0.01597,0.035514,0.02536,/home/martin/data/v2/filtered/164_r_img_blc.ppm,/home/martin/data/v2/filtered/164_l_img_blc.ppm
143,165,4.937991,-28.586248,18,0.004334,-0.00013,-0.000113,-95,23.173491,75.940293,80.360024,-88.38332,-20.655879,-1.889628,-0.248608,-0.073763,0.327054,0.01597,0.035514,0.02536,/home/martin/data/v2/filtered/165_r_img_blc.ppm,/home/martin/data/v2/filtered/165_l_img_blc.ppm
144,166,-3.763503,4.498953,18,0.004334,-0.00013,-0.000113,-95,23.173491,75.940293,80.360024,-88.38332,-20.655879,-1.889628,-0.248608,-0.073763,0.327054,0.01597,0.035514,0.02536,/home/martin/data/v2/filtered/166_r_img_blc.ppm,/home/martin/data/v2/filtered/166_l_img_blc.ppm
145,167,-16.259537,-24.365024,18,0.004334,-0.00013,-0.000113,-95,23.173491,75.940293,80.360024,-88.38332,-20.655879,-1.889628,-0.248608,-0.073763,0.327054,0.01597,0.035514,0.02536,/home/martin/data/v2/filtered/167_r_img_blc.ppm,/home/martin/data/v2/filtered/167_l_img_blc.ppm
146,168,7.899832,24.066592,19,0.004334,-0.00013,-0.000113,-85.398075,25.072816,31.496091,77.801314,-0.559334,0,-4.065849,-0.239766,0.06882,0.352161,0.000007,0.000027,0.000061,/home/martin/data/v2/filtered/168_r_img_blc.ppm,/home/martin/data/v2/filtered/168_l_img_blc.ppm
147,169,6.116598,10.834459,19,0.004334,-0.00013,-0.000113,-85.398075,25.072816,31.496091,77.801314,-0.559334,0,-4.065849,-0.239766,0.06882,0.352161,0.000007,0.000027,0.000061,/home/martin/data/v2/filtered/169_r_img_blc.ppm,/home/martin/data/v2/filtered/169_l_img_blc.ppm
148,170,-11.145749,24.306048,19,0.004334,-0.00013,-0.000113,-85.398075,25.072816,31.496091,77.801314,-0.559334,0,-4.065849,-0.239766,0.06882,0.352161,0.000007,0.000027,0.000061,/home/martin/data/v2/filtered/170_r_img_blc.ppm,/home/martin/data/v2/filtered/170_l_img_blc.ppm
149,172,9.475818,22.738201,19,0.004334,0.00013,0.000113,-91.512336,24.938688,34.634692,73.048356,-0.77134,0,-2.561649,-0.239036,0.067864,0.366879,0.000001,0.000002,0.000003,/home/martin/data/v2/filtered/172_r_img_blc.ppm,/home/martin/data/v2/filtered/172_l_img_blc.ppm
150,173,9.642301,20.035529,19,0.004334,0.00013,0.000113,-91.512336,24.938688,34.634692,73.048356,-0.77134,0,-2.561649,-0.239036,0.067864,0.366879,0.000001,0.000002,0.000003,/home/martin/data/v2/filtered/173_r_img_blc.ppm,/home/martin/data/v2/filtered/173_l_img_blc.ppm
151,174,-8.898285,28.127499,19,0.004334,0.00013,0.000113,-91.512336,24.938688,34.634692,73.048356,-0.77134,0,-2.561649,-0.239036,0.067864,0.366879,0.000001,0.000002,0.000003,/home/martin/data/v2/filtered/174_r_img_blc.ppm,/home/martin/data/v2/filtered/174_l_img_blc.ppm
152,175,-2.924864,18.354557,19,0.004334,0.00013,0.000113,-91.512336,24.938688,34.634692,73.048356,-0.77134,0,-2.561649,-0.239036,0.067864,0.366879,0.000001,0.000002,0.000003,/home/martin/data/v2/filtered/175_r_img_blc.ppm,/home/martin/data/v2/filtered/175_l_img_blc.ppm
153,176,1.990157,10.097236,19,0.004334,0.00013,0.000113,-95,23.18673,75.630502,79.159974,89.971434,-8.134406,2.060669,-0.247029,-0.058056,0.318385,0.010601,0.022039,0.016039,/home/martin/data/v2/filtered/176_r_img_blc.ppm,/home/martin/data/v2/filtered/176_l_img_blc.ppm
154,177,-4.575588,-29.673216,19,0.004334,0.00013,0.000113,-95,23.18673,75.630502,79.159974,89.971434,-8.134406,2.060669,-0.247029,-0.058056,0.318385,0.010601,0.022039,0.016039,/home/martin/data/v2/filtered/177_r_img_blc.ppm,/home/martin/data/v2/filtered/177_l_img_blc.ppm
155,179,-9.871858,-22.61385,19,0.004334,0.00013,0.000113,-95,23.18673,75.630502,79.159974,89.971434,-8.134406,2.060669,-0.247029,-0.058056,0.318385,0.010601,0.022039,0.016039,/home/martin/data/v2/filtered/179_r_img_blc.ppm,/home/martin/data/v2/filtered/179_l_img_blc.ppm
156,180,9.580553,24.044825,19,0.004334,-0.00013,-0.000113,-71.799791,25.322336,25.657318,87.875582,-1.532992,0,-8.931325,-0.236724,0.070984,0.318254,0.000001,0.000001,0.000003,/home/martin/data/v2/filtered/180_r_img_blc.ppm,/home/martin/data/v2/filtered/180_l_img_blc.ppm
157,182,-16.181616,25.981445,19,0.004334,-0.00013,-0.000113,-71.799791,25.322336,25.657318,87.875582,-1.532992,0,-8.931325,-0.236724,0.070984,0.318254,0.000001,0.000001,0.000003,/home/martin/data/v2/filtered/182_r_img_blc.ppm,/home/martin/data/v2/filtered/182_l_img_blc.ppm
158,184,8.96407,10.091108,19,0.004334,0.00013,0.000113,-95,23.362276,71.522723,70.74455,-11.646358,-17.5157,5.912992,-0.262698,-0.01642,0.312342,0.001479,0.001984,0.001773,/home/martin/data/v2/filtered/184_r_img_blc.ppm,/home/martin/data/v2/filtered/184_l_img_blc.ppm
159,185,6.887222,-10.873274,19,0.004334,0.00013,0.000113,-95,23.362276,71.522723,70.74455,-11.646358,-17.5157,5.912992,-0.262698,-0.01642,0.312342,0.001479,0.001984,0.001773,/home/martin/data/v2/filtered/185_r_img_blc.ppm,/home/martin/data/v2/filtered/185_l_img_blc.ppm
160,186,-7.133629,21.934076,19,0.004334,0.00013,0.000113,-95,23.362276,71.522723,70.74455,-11.646358,-17.5157,5.912992,-0.262698,-0.01642,0.312342,0.001479,0.001984,0.001773,/home/martin/data/v2/filtered/186_r_img_blc.ppm,/home/martin/data/v2/filtered/186_l_img_blc.ppm
161,187,-11.734763,-18.757584,19,0.004334,0.00013,0.000113,-95,23.362276,71.522723,70.74455,-11.646358,-17.5157,5.912992,-0.262698,-0.01642,0.312342,0.001479,0.001984,0.001773,/home/martin/data/v2/filtered/187_r_img_blc.ppm,/home/martin/data/v2/filtered/187_l_img_blc.ppm
162,188,-12.871,-16.247239,19,0.004334,0.00013,0.000113,-95,23.003139,79.92653,86.857612,-47.829062,-20.424248,2.687773,-0.221187,-0.083177,0.307124,0.008661,0.029702,0.017511,/home/martin/data/v2/filtered/188_r_img_blc.ppm,/home/martin/data/v2/filtered/188_l_img_blc.ppm
163,189,5.429011,-27.856775,19,0.004334,0.00013,0.000113,-95,23.003139,79.92653,86.857612,-47.829062,-20.424248,2.687773,-0.221187,-0.083177,0.307124,0.008661,0.029702,0.017511,/home/martin/data/v2/filtered/189_r_img_blc.ppm,/home/martin/data/v2/filtered/189_l_img_blc.ppm
164,190,-15.088725,-2.823441,19,0.004334,0.00013,0.000113,-95,23.003139,79.92653,86.857612,-47.829062,-20.424248,2.687773,-0.221187,-0.083177,0.307124,0.008661,0.029702,0.017511,/home/martin/data/v2/filtered/190_r_img_blc.ppm,/home/martin/data/v2/filtered/190_l_img_blc.ppm
165,191,-17.610722,-28.978467,19,0.004334,0.00013,0.000113,-95,23.003139,79.92653,86.857612,-47.829062,-20.424248,2.687773,-0.221187,-0.083177,0.307124,0.008661,0.029702,0.017511,/home/martin/data/v2/filtered/191_r_img_blc.ppm,/home/martin/data/v2/filtered/191_l_img_blc.ppm
166,192,3.347795,23.919561,19,0.004334,-0.00013,-0.000113,-86.749118,24.301195,49.552018,72.156052,-0.271108,0,-1.395965,-0.262853,0.01896,0.316895,0.000001,0.000001,0.000001,/home/martin/data/v2/filtered/192_r_img_blc.ppm,/home/martin/data/v2/filtered/192_l_img_blc.ppm
